CVE-2018-1000671,Sympa version 6.2.16 and later contains a URL Redirection to Untrusted Site vulnerability in the referer parameter of the wwsympa fcgi login action that can result in open redirection and reflected cross-site scripting via data URIs.,regex,,,,,(?m)^(?:Location\s*?:\s*?)(?:https?:\/\/|\/\/|\/\\\\|\/\\)(?:[a-zA-Z0-9\-_\.@]*)interact\.sh\/?(\/|[^.].*)?$',,medium,"https://github.com/sympa-community/sympa/issues/268
     https://vuldb.com/?id.123670
     https://nvd.nist.gov/vuln/detail/CVE-2018-1000671
     https://lists.debian.org/debian-lts-announce/2018/09/msg00023.html
     https://lists.debian.org/debian-lts-announce/2020/11/msg00015.html",CWE-601,CVE-2018-1000671,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,6.1,cpe:2.3:a:sympa:sympa:*:*:*:*:*:*:*:*,,"cve,cve2018,redirect,sympa,debian"
CVE-2018-1000856,"|
    DomainMOD 4.11.01 is vulnerable to cross-site scripting via the segments/add.php Segment Name field.","word
word
status",,,,,"<script>alert(1)</script></a>
text/html
200",,medium," https://github.com/domainmod/domainmod/issues/80
     https://nvd.nist.gov/vuln/detail/CVE-2018-1000856",CWE-79,CVE-2018-1000856,CVSS:3.0/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N,4.8,cpe:2.3:a:domainmod:domainmod:*:*:*:*:*:*:*:*,,"cve,cve2018,domainmod,xss,authenticated"
CVE-2018-1000861,Jenkins 2.153 and earlier and LTS 2.138.3 and earlier are susceptible to a remote command injection via stapler/core/src/main/java/org/kohsuke/stapler/MetaClass.java that allows attackers to invoke some methods on Java objects by accessing crafted URLs that were not intended to be invoked this way.,"word
status",,,,,"package#vulntest
200",,critical,"https://github.com/vulhub/vulhub/tree/master/jenkins/CVE-2018-1000861
     https://nvd.nist.gov/vuln/detail/CVE-2018-1000861
     https://jenkins.io/security/advisory/2018-12-05/#SECURITY-595
     http://packetstormsecurity.com/files/166778/Jenkins-Remote-Code-Execution.html
     https://access.redhat.com/errata/RHBA-2019:0024",CWE-502,CVE-2018-1000861,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,cpe:2.3:a:jenkins:jenkins:*:*:*:*:lts:*:*:*,,"packetstorm,kev,vulhub,cve,cve2018,rce,jenkins"
CVE-2018-10093,"|
    AudioCodes IP phone 420HD devices using firmware version 2.2.12.126 allow remote code execution.","regex
status",,,,,"admin:.*:*sh$
200",,high,"https://www.exploit-db.com/exploits/46164
     https://nvd.nist.gov/vuln/detail/CVE-2018-10093
     https://www.exploit-db.com/exploits/46164/
     http://seclists.org/fulldisclosure/2019/Jan/38",CWE-862,CVE-2018-10093,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,8.8,cpe:2.3:o:audiocodes:420hd_ip_phone_firmware:2.2.12.126:*:*:*:*:*:*:*,,"cve,cve2018,rce,iot,audiocode,edb,seclists"
CVE-2018-10095,"|
    Dolibarr before 7.0.2  is vulnerable to cross-site scripting and allows remote attackers to inject arbitrary web script or HTML via the foruserlogin parameter to adherents/cartes/carte.php.","word
word
status",,,,,"</script><script>alert(document.domain)</script>'
text/html
200",,medium,"https://sysdream.com/news/lab/2018-05-21-cve-2018-10095-dolibarr-xss-injection-vulnerability/
     https://github.com/Dolibarr/dolibarr/commit/1dc466e1fb687cfe647de4af891720419823ed56
     https://github.com/Dolibarr/dolibarr/blob/7.0.2/ChangeLog
     https://nvd.nist.gov/vuln/detail/CVE-2018-10095
     http://www.openwall.com/lists/oss-security/2018/05/21/3",CWE-79,CVE-2018-10095,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,6.1,cpe:2.3:a:dolibarr:dolibarr:*:*:*:*:*:*:*:*,,"cve,cve2018,xss,dolibarr"
CVE-2018-10141,"Palo Alto Networks PAN-OS before 8.1.4 GlobalProtect Portal Login page allows an unauthenticated attacker to inject arbitrary JavaScript or HTML, making it vulnerable to cross-site scripting.","word
word
status",,,,,"var valueUser = j;-alert(1)-x;'
text/html
200",,medium,"https://security.paloaltonetworks.com/CVE-2018-10141
     https://nvd.nist.gov/vuln/detail/CVE-2018-10141",CWE-79,CVE-2018-10141,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,6.1,cpe:2.3:o:paloaltonetworks:pan-os:*:*:*:*:*:*:*:*,,"cve,cve2018,panos,vpn,globalprotect,xss"
CVE-2018-10201,Ncomputing vSpace Pro versions 10 and 11 suffer from a directory traversal vulnerability.,word,,,,,"bit app support
           fonts
           extensions",,high,"https://packetstormsecurity.com/files/147303/Ncomputing-vSPace-Pro-10-11-Directory-Traversal.html
     https://nvd.nist.gov/vuln/detail/CVE-2018-10201
     http://www.kwell.net/kwell_blog/?p=5199
     https://www.kwell.net/kwell/index.php?option=com_newsfeeds&view=newsfeed&id=15&Itemid=173&lang=es
     https://support.ncomputing.com/portal/kb/articles/ncomputing-health-monitor-server-vulnerability-patch",CWE-22,CVE-2018-10201,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,7.5,cpe:2.3:a:ncomputing:vspace_pro:10:*:*:*:*:*:*:*,,"cve2018,ncomputing,lfi,packetstorm,cve"
CVE-2018-10230," |
    Zend Server before version 9.13 is vulnerable to cross-site scripting via the debug_host parameter.","word
word
status",,,,,"</script><script>alert(document.domain)</script>
           is not allowed to open debug sessions
text/html
200",,medium,"https://www.synacktiv.com/ressources/zend_server_9_1_3_xss.pdf
     https://www.zend.com/en/products/server/release-notes
     https://nvd.nist.gov/vuln/detail/CVE-2018-10230",CWE-79,CVE-2018-10230,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,6.1,cpe:2.3:a:zend:zend_server:*:*:*:*:*:*:*:*,,"cve,cve2018,xss,zend"
CVE-2018-10562,"Dasan GPON home routers are susceptible to command injection which can occur via the dest_host parameter in a diag_action=ping request to a GponForm/diag_Form URI. Because the router saves ping results in /tmp and transmits them to the user when the user revisits /diag.html, it's quite simple to execute commands and retrieve their output.","word
word",,,,,"http
User-Agent: {{useragent}}",,critical,"https://www.vpnmentor.com/blog/critical-vulnerability-gpon-router
     https://github.com/f3d0x0/GPON/blob/master/gpon_rce.py
     https://nvd.nist.gov/vuln/detail/CVE-2018-10562
     https://www.vpnmentor.com/blog/critical-vulnerability-gpon-router/",CWE-78,CVE-2018-10562,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,cpe:2.3:o:dasannetworks:gpon_router_firmware:-:*:*:*:*:*:*:*,,"cve,cve2018,dasan,gpon,rce,oast,kev"
CVE-2018-10818,LG NAS devices contain a pre-auth remote command injection via the password parameter.,"word
word",,,,,"http
User-Agent: {{useragent}}",,critical,"https://www.vpnmentor.com/blog/critical-vulnerability-found-majority-lg-nas-devices/
     https://medium.com/@0x616163/lg-n1a1-unauthenticated-remote-command-injection-cve-2018-14839-9d2cf760e247
     https://cve.mitre.org/cgi-bin/cvename.cgi?name=2018-10818",,CVE-2018-10818,,,,,"cve,cve2018,lg-nas,rce,oast,injection"
CVE-2018-10822,"D-Link routers DWR-116 through 1.06, DIR-140L through 1.02, DIR-640L through 1.02,DWR-512 through 2.02,DWR-712 through 2.02,DWR-912 through 2.02, DWR-921 through 2.02, DWR-111 through 1.01, and probably others with the same type of firmware allows remote attackers to read arbitrary files via a /.. or // after GET /uir in an HTTP request to the web interface.","regex
status",,,,,"root:.*:0:0:
200",,high,"https://www.exploit-db.com/exploits/45678
     http://sploit.tech/2018/10/12/D-Link.html
     https://nvd.nist.gov/vuln/detail/CVE-2018-10822
     https://seclists.org/fulldisclosure/2018/Oct/36",CWE-22,CVE-2018-10822,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,7.5,cpe:2.3:o:dlink:dwr-116_firmware:*:*:*:*:*:*:*:*,,"dlink,edb,seclists,cve,cve2018,lfi,router"
CVE-2018-10823,"|
    D-Link DWR-116 through 1.06, DWR-512 through 2.02, DWR-712 through 2.02, DWR-912 through 2.02, DWR-921 through 2.02, and DWR-111 through 1.01 device may allow an authenticated attacker to execute arbitrary code by injecting the shell command into the chkisg.htm page Sip parameter. This allows for full control over the device internals.","regex
status",,,,,"root:.*:0:0:
200",,high,"https://www.exploit-db.com/exploits/45676
     https://nvd.nist.gov/vuln/detail/CVE-2018-10823
     https://seclists.org/fulldisclosure/2018/Oct/36
     http://sploit.tech/2018/10/12/D-Link.html",CWE-78,CVE-2018-10823,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,8.8,cpe:2.3:o:dlink:dwr-116_firmware:*:*:*:*:*:*:*:*,,"cve2018,rce,iot,dlink,router,edb,seclists,cve"
CVE-2018-10956,"|
    IPConfigure Orchid Core VMS 2.0.5 is susceptible to local file inclusion.","regex
status",,,,,"root:.*:0:0:
200",,high,"https://labs.nettitude.com/blog/cve-2018-10956-unauthenticated-privileged-directory-traversal-in-ipconfigure-orchid-core-vms/
     https://github.com/nettitude/metasploit-modules/blob/master/orchid_core_vms_directory_traversal.rb
     https://www.exploit-db.com/exploits/44916/
     https://nvd.nist.gov/vuln/detail/CVE-2018-10956",CWE-22,CVE-2018-10956,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,7.5,cpe:2.3:a:ipconfigure:orchid_core_vms:2.0.5:*:*:*:*:*:*:*,,"cve,cve2018,orchid,vms,lfi,edb"
CVE-2018-11227,"|
    Monstra CMS 3.0.4 and earlier contains a cross-site scripting vulnerability via index.php.  An attacker can inject arbitrary script in the browser of an unsuspecting user in the context of the affected site. This can allow the attacker to steal cookie-based authentication credentials and launch other attacks.","word
word
status",,,,,"><svg/onload=alert(document.domain)>
           Monstra
text/html
200",,medium,"https://github.com/monstra-cms/monstra/issues/438
     https://www.exploit-db.com/exploits/44646
     https://nvd.nist.gov/vuln/detail/CVE-2018-11227
     https://github.com/monstra-cms/monstra/issues",CWE-79,CVE-2018-11227,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,6.1,cpe:2.3:a:monstra:monstra_cms:*:*:*:*:*:*:*:*,,"cve,cve2018,xss,mostra,mostracms,cms,edb"
CVE-2018-11231,"|
    OpenCart Divido plugin is susceptible to SQL injection","word
status",,,,,"{{md5({{num}})}}
200",,high,"https://web.archive.org/web/20220331072310/http://foreversong.cn/archives/1183
     https://nvd.nist.gov/vuln/detail/CVE-2018-11231
     http://foreversong.cn/archives/1183",CWE-89,CVE-2018-11231,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,8.1,cpe:2.3:a:divido:divido:-:*:*:*:*:opencart:*:*,,"cve,cve2018,opencart,sqli,intrusive"
CVE-2018-11409,"Splunk through 7.0.1 is susceptible to information disclosure by appending __raw/services/server/info/server-info?output_mode=json to a query, as demonstrated by discovering a license key.","word
status",,,,,"licenseKeys
200",,medium,"https://github.com/kofa2002/splunk
     https://www.exploit-db.com/exploits/44865/
     http://web.archive.org/web/20211208114213/https://securitytracker.com/id/1041148
     https://nvd.nist.gov/vuln/detail/CVE-2018-11409
     http://www.securitytracker.com/id/1041148",CWE-200,CVE-2018-11409,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,5.3,cpe:2.3:a:splunk:splunk:*:*:*:*:*:*:*:*,,"edb,cve,cve2018,splunk"
CVE-2018-11473,"|
    Monstra CMS 3.0.4 contains a cross-site scripting vulnerability via the registration form (i.e., the login parameter to users/registration). An attacker can inject arbitrary script in the browser of an unsuspecting user in the context of the affected site. This can allow the attacker to steal cookie-based authentication credentials and launch other attacks.","word
word
status",regex,,,,"><script>alert(document.domain)</script>
           Monstra
text/html
200
'id=csrf name=csrf value=(.*)>'",,medium,"https://github.com/monstra-cms/monstra/issues/446
     https://github.com/nikhil1232/Monstra-CMS-3.0.4-XSS-ON-Registration-Page
     https://nvd.nist.gov/vuln/detail/CVE-2018-11473",CWE-79,CVE-2018-11473,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,6.1,cpe:2.3:a:monstra:monstra:3.0.4:*:*:*:*:*:*:*,,"cve,cve2018,xss,mostra,mostracms,cms"
CVE-2018-11709,WordPress wpForo Forum plugin before 1.4.12 for WordPress allows unauthenticated reflected cross-site scripting via the URI.,"word
word
status",,,,,"</script><script>alert(document.domain)</script>
text/html
200",,medium," https://nvd.nist.gov/vuln/detail/CVE-2018-11709
     https://wordpress.org/plugins/wpforo/#developers
     https://wpvulndb.com/vulnerabilities/9090
     https://blog.dewhurstsecurity.com/2018/06/01/wp-foro-wordpress-plugin-xss-vulnerability.html",CWE-79,CVE-2018-11709,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,6.1,cpe:2.3:a:gvectors:wpforo_forum:*:*:*:*:*:wordpress:*:*,,"cve,cve2018,wordpress,xss,wp-plugin"
CVE-2018-11759,"|
    Apache Tomcat JK (mod_jk) Connector 1.2.0 to 1.2.44 allows specially constructed requests to expose application functionality through the reverse proxy. It is also possible in some configurations for a specially constructed request to bypass the access controls configured in httpd. While there is some overlap between this issue and CVE-2018-1323, they are not identical.","word
status",,,,,"JK Status Manager
200",,high,"https://github.com/immunIT/CVE-2018-11759
     https://lists.apache.org/thread.html/6d564bb0ab73d6b3efdd1d6b1c075d1a2c84ecd84a4159d6122529ad@%3Cannounce.tomcat.apache.org%3E
     https://lists.debian.org/debian-lts-announce/2018/12/msg00007.html
     https://nvd.nist.gov/vuln/detail/CVE-2018-11759
     https://access.redhat.com/errata/RHSA-2019:0366",CWE-22,CVE-2018-11759,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,7.5,cpe:2.3:a:apache:tomcat_jk_connector:*:*:*:*:*:*:*:*,,"cve,cve2018,apache,tomcat,httpd,mod-jk"
CVE-2018-11776,"|
    Apache Struts versions 2.3 to 2.3.34 and 2.5 to 2.5.16 suffer from possible remote code execution when alwaysSelectFullNamespace is true (either by user or a plugin like Convention Plugin) and then: results are used with no namespace and in same time, its upper package have no or wildcard namespace and similar to results, same possibility when using url tag which doesn''t have value and action set and in same time, its upper package have no or wildcard namespace.","regex
status",,,,,"root:.*:0:0:
200",,high,"https://github.com/jas502n/St2-057
     https://cwiki.apache.org/confluence/display/WW/S2-057
     https://security.netapp.com/advisory/ntap-20180822-0001/
     https://nvd.nist.gov/vuln/detail/CVE-2018-11776
     http://packetstormsecurity.com/files/172830/Apache-Struts-Remote-Code-Execution.html",CWE-20,CVE-2018-11776,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,8.1,cpe:2.3:a:apache:struts:*:*:*:*:*:*:*:*,,"packetstorm,cve,cve2018,apache,rce,struts,kev"
CVE-2018-11784,"|
    Apache Tomcat versions prior to 9.0.12, 8.5.34, and 7.0.91 are prone to an open-redirection vulnerability because it fails to properly sanitize user-supplied input.","regex
status",,,,,"(?m)^(?:Location\s*?:\s*?)(?:https?:\/\/|\/\/|\/\\\\|\/\\)(?:[a-zA-Z0-9\-_\.@]*)interact\.sh\/?(\/|[^.].*)?$'
404",,medium,"https://lists.apache.org/thread.html/23134c9b5a23892a205dc140cdd8c9c0add233600f76b313dda6bd75@%3Cannounce.tomcat.apache.org%3E
     https://nvd.nist.gov/vuln/detail/CVE-2018-11784
     http://lists.opensuse.org/opensuse-security-announce/2019-06/msg00030.html
     http://lists.opensuse.org/opensuse-security-announce/2019-07/msg00056.html
     http://packetstormsecurity.com/files/163456/Apache-Tomcat-9.0.0M1-Open-Redirect.html",CWE-601,CVE-2018-11784,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:N,4.3,cpe:2.3:a:apache:tomcat:*:*:*:*:*:*:*:*,,"packetstorm,tomcat,redirect,cve,cve2018,apache"
CVE-2018-12031,"Eaton Intelligent Power Manager v1.6 allows an attacker to include a file via directory traversal, which can lead to sensitive information disclosure, denial of service and code execution.","regex
status",,,,,"root:.*:0:0:
           \\[(font|extension|file)s\\]
200",,critical,"https://github.com/EmreOvunc/Eaton-Intelligent-Power-Manager-Local-File-Inclusion
     https://www.exploit-db.com/exploits/48614
     https://nvd.nist.gov/vuln/detail/CVE-2018-12031",CWE-22,CVE-2018-12031,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,cpe:2.3:a:eaton:intelligent_power_manager:1.6:*:*:*:*:*:*:*,,"edb,cve,cve2018,lfi"
CVE-2018-12054,"Schools Alert Management Script is susceptible to an arbitrary file read vulnerability via the f parameter in img.php, aka absolute path traversal.","regex
status",,,,,"root:.*:0:0:
200",,high,"https://www.exploit-db.com/exploits/44874
     https://nvd.nist.gov/vuln/detail/CVE-2018-12054
     https://github.com/unh3x/just4cve/issues/4
     https://www.exploit-db.com/exploits/44874/",CWE-22,CVE-2018-12054,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,7.5,cpe:2.3:a:schools_alert_management_script_project:schools_alert_management_script:-:*:*:*:*:*:*:*,,"cve,cve2018,lfi,edb"
CVE-2018-1207,"|
    Dell EMC iDRAC7/iDRAC8, versions prior to 2.52.52.52, contain a CGI injection vulnerability
    which could be used to execute remote code. A remote unauthenticated attacker may
    potentially be able to use CGI variables to execute remote code.",word,,,,,calling init: /lib/,,critical,"https://downloads.dell.com/solutions/dell-management-solution-resources/iDRAC_CVE%201207_1211_1000116.pdf
     https://github.com/KraudSecurity/Exploits/blob/master/CVE-2018-1207/CVE-2018-1207.py
     https://nvd.nist.gov/vuln/detail/CVE-2018-1207
     http://en.community.dell.com/techcenter/extras/m/white_papers/20485410
     https://twitter.com/nicowaisman/status/977279766792466432",CWE-94,CVE-2018-1207,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,cpe:2.3:a:dell:emc_idrac7:*:*:*:*:*:*:*:*,,"cve,cve2018,dell,injection,rce"
CVE-2018-12095,OEcms 3.1 is vulnerable to reflected cross-site scripting via the mod parameter of info.php.,"word
word
status",,,,,"</script><script>alert(document.domain)</script>'
text/html
200",,medium,"https://www.exploit-db.com/exploits/44895
     https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2018-12095
     https://cxsecurity.com/issue/WLB-2018060092
     https://nvd.nist.gov/vuln/detail/CVE-2018-12095",CWE-79,CVE-2018-12095,CVSS:3.0/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,5.4,cpe:2.3:a:oecms_project:oecms:3.1:*:*:*:*:*:*:*,,"cve,cve2018,xss,edb"
CVE-2018-12296,Seagate NAS OS version 4.3.15.1 has insufficient access control which allows attackers to obtain information about the NAS without authentication via empty POST requests in /api/external/7.0/system.System.get_infos.,word,regex,,,,"version:'
           'serial_number:'
'version: ([0-9.]+)'",,high,"https://blog.securityevaluators.com/invading-your-personal-cloud-ise-labs-exploits-the-seagate-stcr3000101-ecf89de2170
     https://nvd.nist.gov/vuln/detail/CVE-2018-12296",CWE-732,CVE-2018-12296,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,7.5,cpe:2.3:o:seagate:nas_os:4.3.15.1:*:*:*:*:*:*:*,,"cve,cve2018,seagate,nasos,disclosure,unauth"
